"","gdc_file_id","total","alt","sample_id","study","tumor_normal"
"1","f0569eb4-93ad-4ebc-b588-58f4295fac75","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/f0569eb4-93ad-4ebc-b588-58f4295fac75/tcga1_in2172_att0/f0569eb4-93ad-4ebc-b588-58f4295fac75!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/f0569eb4-93ad-4ebc-b588-58f4295fac75/tcga1_in2172_att0/f0569eb4-93ad-4ebc-b588-58f4295fac75!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-EJ-7115-11A-01R-2118-07","PRAD","normal"
"2","e207cbe9-4c3a-4fdd-9251-cfe1fe106475","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/e207cbe9-4c3a-4fdd-9251-cfe1fe106475/tcga1_in2761_att0/e207cbe9-4c3a-4fdd-9251-cfe1fe106475!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/e207cbe9-4c3a-4fdd-9251-cfe1fe106475/tcga1_in2761_att0/e207cbe9-4c3a-4fdd-9251-cfe1fe106475!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-L5-A4OQ-11A-12R-A260-31","ESCA","normal"
"3","8a49a3d0-5284-441e-80f7-f1f7f88bbe75","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/8a49a3d0-5284-441e-80f7-f1f7f88bbe75/tcga1_in6533_att1/8a49a3d0-5284-441e-80f7-f1f7f88bbe75!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/8a49a3d0-5284-441e-80f7-f1f7f88bbe75/tcga1_in6533_att1/8a49a3d0-5284-441e-80f7-f1f7f88bbe75!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-B0-5711-11A-01R-1672-07","KIRC","normal"
"4","dca625fc-2368-4064-b9a5-4eca80c6a375","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/dca625fc-2368-4064-b9a5-4eca80c6a375/tcga1_in7248_att1/dca625fc-2368-4064-b9a5-4eca80c6a375!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/75/dca625fc-2368-4064-b9a5-4eca80c6a375/tcga1_in7248_att1/dca625fc-2368-4064-b9a5-4eca80c6a375!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-HU-8238-11A-01R-2343-13","STAD","normal"
"5","bd3c5fd0-9803-4c9f-8a7c-18b514e99c80","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/80/bd3c5fd0-9803-4c9f-8a7c-18b514e99c80/tcga1_in1540_att0/bd3c5fd0-9803-4c9f-8a7c-18b514e99c80!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/80/bd3c5fd0-9803-4c9f-8a7c-18b514e99c80/tcga1_in1540_att0/bd3c5fd0-9803-4c9f-8a7c-18b514e99c80!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-H7-A6C5-11A-11R-A30B-07","HNSC","normal"
"6","5cc8ac1b-c01c-4ad0-940a-5864f1229180","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/80/5cc8ac1b-c01c-4ad0-940a-5864f1229180/tcga1_in3033_att0/5cc8ac1b-c01c-4ad0-940a-5864f1229180!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/80/5cc8ac1b-c01c-4ad0-940a-5864f1229180/tcga1_in3033_att0/5cc8ac1b-c01c-4ad0-940a-5864f1229180!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BH-A0DG-11A-43R-A12P-07","BRCA","normal"
"7","f3e87fce-f49d-42d6-883b-7bd1a70e2192","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/92/f3e87fce-f49d-42d6-883b-7bd1a70e2192/tcga1_in6019_att1/f3e87fce-f49d-42d6-883b-7bd1a70e2192!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/92/f3e87fce-f49d-42d6-883b-7bd1a70e2192/tcga1_in6019_att1/f3e87fce-f49d-42d6-883b-7bd1a70e2192!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-EL-A3T2-11A-11R-A22L-07","THCA","normal"
"8","a8099400-b1dc-471c-8c6a-95ceadb6869a","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/9a/a8099400-b1dc-471c-8c6a-95ceadb6869a/tcga1_in3981_att0/a8099400-b1dc-471c-8c6a-95ceadb6869a!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/9a/a8099400-b1dc-471c-8c6a-95ceadb6869a/tcga1_in3981_att0/a8099400-b1dc-471c-8c6a-95ceadb6869a!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-A7-A13G-11A-51R-A13Q-07","BRCA","normal"
"9","1002c658-3e4d-4f5a-bcb2-e81193cf209a","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/9a/1002c658-3e4d-4f5a-bcb2-e81193cf209a/tcga1_in3730_att1/1002c658-3e4d-4f5a-bcb2-e81193cf209a!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/9a/1002c658-3e4d-4f5a-bcb2-e81193cf209a/tcga1_in3730_att1/1002c658-3e4d-4f5a-bcb2-e81193cf209a!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-55-6986-11A-01R-1949-07","LUAD","normal"
"10","859c69bb-660b-4408-8466-27e065e866ee","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/ee/859c69bb-660b-4408-8466-27e065e866ee/tcga1_in5424_att1/859c69bb-660b-4408-8466-27e065e866ee!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/ee/859c69bb-660b-4408-8466-27e065e866ee/tcga1_in5424_att1/859c69bb-660b-4408-8466-27e065e866ee!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-34-7107-11A-01R-1949-07","LUSC","normal"
"11","b72c49fd-8306-46e7-940a-d2a5b2c8feee","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/ee/b72c49fd-8306-46e7-940a-d2a5b2c8feee/tcga1_in8923_att2/b72c49fd-8306-46e7-940a-d2a5b2c8feee!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/ee/b72c49fd-8306-46e7-940a-d2a5b2c8feee/tcga1_in8923_att2/b72c49fd-8306-46e7-940a-d2a5b2c8feee!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-DD-A39Z-11A-21R-A213-07","LIHC","normal"
"12","def47f8b-ec67-4415-917a-a7da10bd9caa","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/def47f8b-ec67-4415-917a-a7da10bd9caa/tcga1_in1805_att0/def47f8b-ec67-4415-917a-a7da10bd9caa!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/def47f8b-ec67-4415-917a-a7da10bd9caa/tcga1_in1805_att0/def47f8b-ec67-4415-917a-a7da10bd9caa!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BC-A10U-11A-11R-A131-07","LIHC","normal"
"13","330549b1-0c4b-46a4-b635-20129d33e2aa","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/330549b1-0c4b-46a4-b635-20129d33e2aa/tcga1_in2601_att0/330549b1-0c4b-46a4-b635-20129d33e2aa!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/330549b1-0c4b-46a4-b635-20129d33e2aa/tcga1_in2601_att0/330549b1-0c4b-46a4-b635-20129d33e2aa!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CZ-5984-11A-01R-1672-07","KIRC","normal"
"14","63e605ee-2256-44d4-99f3-d71440fb64aa","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/63e605ee-2256-44d4-99f3-d71440fb64aa/tcga1_in7797_att1/63e605ee-2256-44d4-99f3-d71440fb64aa!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/63e605ee-2256-44d4-99f3-d71440fb64aa/tcga1_in7797_att1/63e605ee-2256-44d4-99f3-d71440fb64aa!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-DD-A11A-11A-11R-A131-07","LIHC","normal"
"15","3bfa0046-5c5b-4d50-b64e-f4c73a0fa4aa","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/3bfa0046-5c5b-4d50-b64e-f4c73a0fa4aa/tcga1_in9372_att1/3bfa0046-5c5b-4d50-b64e-f4c73a0fa4aa!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/3bfa0046-5c5b-4d50-b64e-f4c73a0fa4aa/tcga1_in9372_att1/3bfa0046-5c5b-4d50-b64e-f4c73a0fa4aa!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CU-A0YR-11A-13R-A10U-07","BLCA","normal"
"16","05d1e1c5-7a59-4198-b921-e594f94646aa","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/05d1e1c5-7a59-4198-b921-e594f94646aa/tcga1_in9058_att2/05d1e1c5-7a59-4198-b921-e594f94646aa!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/aa/05d1e1c5-7a59-4198-b921-e594f94646aa/tcga1_in9058_att2/05d1e1c5-7a59-4198-b921-e594f94646aa!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-AA-3511-11A-01R-1839-07","COAD","normal"
"17","25d9f15c-02a7-4f9d-a116-0dddce416952","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/25d9f15c-02a7-4f9d-a116-0dddce416952/tcga1_in4754_att1/25d9f15c-02a7-4f9d-a116-0dddce416952!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/25d9f15c-02a7-4f9d-a116-0dddce416952/tcga1_in4754_att1/25d9f15c-02a7-4f9d-a116-0dddce416952!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-55-6969-11A-01R-1949-07","LUAD","normal"
"18","9bb6ffdd-ed44-430c-8ed4-5af7d5fe4352","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/9bb6ffdd-ed44-430c-8ed4-5af7d5fe4352/tcga1_in5877_att1/9bb6ffdd-ed44-430c-8ed4-5af7d5fe4352!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/9bb6ffdd-ed44-430c-8ed4-5af7d5fe4352/tcga1_in5877_att1/9bb6ffdd-ed44-430c-8ed4-5af7d5fe4352!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CV-7245-11A-01R-2016-07","HNSC","normal"
"19","21a8434d-eaca-4af2-8ee1-f2c45e13eb52","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/21a8434d-eaca-4af2-8ee1-f2c45e13eb52/tcga1_in6423_att1/21a8434d-eaca-4af2-8ee1-f2c45e13eb52!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/52/21a8434d-eaca-4af2-8ee1-f2c45e13eb52/tcga1_in6423_att1/21a8434d-eaca-4af2-8ee1-f2c45e13eb52!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-E2-A153-11A-31R-A12D-07","BRCA","normal"
"20","3abfd181-d762-485d-851e-ff51ee031f3c","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/3c/3abfd181-d762-485d-851e-ff51ee031f3c/tcga1_in6611_att1/3abfd181-d762-485d-851e-ff51ee031f3c!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/3c/3abfd181-d762-485d-851e-ff51ee031f3c/tcga1_in6611_att1/3abfd181-d762-485d-851e-ff51ee031f3c!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-W5-AA2X-11A-11R-A41I-07","CHOL","normal"
"21","4113bb01-8676-40b1-ad48-d31462d6ea3c","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/3c/4113bb01-8676-40b1-ad48-d31462d6ea3c/tcga1_in10769_att1/4113bb01-8676-40b1-ad48-d31462d6ea3c!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/3c/4113bb01-8676-40b1-ad48-d31462d6ea3c/tcga1_in10769_att1/4113bb01-8676-40b1-ad48-d31462d6ea3c!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BH-A204-11A-53R-A157-07","BRCA","normal"
"22","850ffb90-c9a5-425e-9937-d085be40a946","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/46/850ffb90-c9a5-425e-9937-d085be40a946/tcga1_in2636_att0/850ffb90-c9a5-425e-9937-d085be40a946!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/46/850ffb90-c9a5-425e-9937-d085be40a946/tcga1_in2636_att0/850ffb90-c9a5-425e-9937-d085be40a946!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BH-A0B8-11A-41R-A089-07","BRCA","normal"
"23","246927e3-accf-41b2-aa8e-43855fd6b146","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/46/246927e3-accf-41b2-aa8e-43855fd6b146/tcga1_in7069_att1/246927e3-accf-41b2-aa8e-43855fd6b146!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/46/246927e3-accf-41b2-aa8e-43855fd6b146/tcga1_in7069_att1/246927e3-accf-41b2-aa8e-43855fd6b146!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-V5-A7RE-11A-11R-A354-31","ESCA","normal"
"24","a06da4d5-20ae-4f75-aeee-10ba07b1e363","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/a06da4d5-20ae-4f75-aeee-10ba07b1e363/tcga1_in3468_att0/a06da4d5-20ae-4f75-aeee-10ba07b1e363!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/a06da4d5-20ae-4f75-aeee-10ba07b1e363/tcga1_in3468_att0/a06da4d5-20ae-4f75-aeee-10ba07b1e363!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-HC-7819-11A-01R-2118-07","PRAD","normal"
"25","fbd92d0a-a89a-4c7d-862f-f2130d553863","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/fbd92d0a-a89a-4c7d-862f-f2130d553863/tcga1_in4962_att1/fbd92d0a-a89a-4c7d-862f-f2130d553863!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/fbd92d0a-a89a-4c7d-862f-f2130d553863/tcga1_in4962_att1/fbd92d0a-a89a-4c7d-862f-f2130d553863!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-77-8007-11A-01R-2187-07","LUSC","normal"
"26","bd06b72b-e059-4f23-98af-87132382fb63","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/bd06b72b-e059-4f23-98af-87132382fb63/tcga1_in5022_att1/bd06b72b-e059-4f23-98af-87132382fb63!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/bd06b72b-e059-4f23-98af-87132382fb63/tcga1_in5022_att1/bd06b72b-e059-4f23-98af-87132382fb63!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CV-6943-11A-01R-1915-07","HNSC","normal"
"27","54f9f2a1-5ed4-46f7-a2bd-24d302d26363","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/54f9f2a1-5ed4-46f7-a2bd-24d302d26363/tcga1_in5771_att1/54f9f2a1-5ed4-46f7-a2bd-24d302d26363!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/54f9f2a1-5ed4-46f7-a2bd-24d302d26363/tcga1_in5771_att1/54f9f2a1-5ed4-46f7-a2bd-24d302d26363!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CV-7238-11A-01R-2016-07","HNSC","normal"
"28","f13c65ec-ec32-4ad8-a79e-f517071dba63","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/f13c65ec-ec32-4ad8-a79e-f517071dba63/tcga1_in6672_att1/f13c65ec-ec32-4ad8-a79e-f517071dba63!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/f13c65ec-ec32-4ad8-a79e-f517071dba63/tcga1_in6672_att1/f13c65ec-ec32-4ad8-a79e-f517071dba63!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-E2-A1LB-11A-22R-A144-07","BRCA","normal"
"29","08e3097b-3a58-4129-9305-1a0f7452c063","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/08e3097b-3a58-4129-9305-1a0f7452c063/tcga1_in6737_att1/08e3097b-3a58-4129-9305-1a0f7452c063!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/63/08e3097b-3a58-4129-9305-1a0f7452c063/tcga1_in6737_att1/08e3097b-3a58-4129-9305-1a0f7452c063!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CG-5728-11A-01R-1602-13","STAD","normal"
"30","f79245c7-064d-4c8a-87f2-6db02585c395","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/f79245c7-064d-4c8a-87f2-6db02585c395/tcga1_in1223_att0/f79245c7-064d-4c8a-87f2-6db02585c395!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/f79245c7-064d-4c8a-87f2-6db02585c395/tcga1_in1223_att0/f79245c7-064d-4c8a-87f2-6db02585c395!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BH-A0BS-11A-11R-A12P-07","BRCA","normal"
"31","3db28a6f-c3b3-4e71-bdcb-8f19f1599695","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/3db28a6f-c3b3-4e71-bdcb-8f19f1599695/tcga1_in7914_att1/3db28a6f-c3b3-4e71-bdcb-8f19f1599695!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/3db28a6f-c3b3-4e71-bdcb-8f19f1599695/tcga1_in7914_att1/3db28a6f-c3b3-4e71-bdcb-8f19f1599695!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BH-A0DZ-11A-22R-A089-07","BRCA","normal"
"32","5d5af067-8e91-4804-ac96-81dfba614b95","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/5d5af067-8e91-4804-ac96-81dfba614b95/tcga1_in10822_att1/5d5af067-8e91-4804-ac96-81dfba614b95!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/95/5d5af067-8e91-4804-ac96-81dfba614b95/tcga1_in10822_att1/5d5af067-8e91-4804-ac96-81dfba614b95!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-HC-7738-11A-01R-2118-07","PRAD","normal"
"33","ac64aa3b-8659-4e96-8e47-b02abba77dc6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/ac64aa3b-8659-4e96-8e47-b02abba77dc6/tcga1_in1264_att0/ac64aa3b-8659-4e96-8e47-b02abba77dc6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/ac64aa3b-8659-4e96-8e47-b02abba77dc6/tcga1_in1264_att0/ac64aa3b-8659-4e96-8e47-b02abba77dc6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-HC-7737-11A-02R-2118-07","PRAD","normal"
"34","c8c7d667-9706-4855-8fbe-897fb32c98c6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/c8c7d667-9706-4855-8fbe-897fb32c98c6/tcga1_in5121_att1/c8c7d667-9706-4855-8fbe-897fb32c98c6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/c8c7d667-9706-4855-8fbe-897fb32c98c6/tcga1_in5121_att1/c8c7d667-9706-4855-8fbe-897fb32c98c6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-B2-5641-11A-01R-1541-07","KIRC","normal"
"35","2814a7ca-3660-401d-b8de-1248f39521c6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/2814a7ca-3660-401d-b8de-1248f39521c6/tcga1_in5535_att1/2814a7ca-3660-401d-b8de-1248f39521c6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/2814a7ca-3660-401d-b8de-1248f39521c6/tcga1_in5535_att1/2814a7ca-3660-401d-b8de-1248f39521c6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-GN-A4U8-11A-11R-A32P-07","SKCM","normal"
"36","1501020d-0cdc-48b4-8756-33099804fec6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/1501020d-0cdc-48b4-8756-33099804fec6/tcga1_in5697_att1/1501020d-0cdc-48b4-8756-33099804fec6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/1501020d-0cdc-48b4-8756-33099804fec6/tcga1_in5697_att1/1501020d-0cdc-48b4-8756-33099804fec6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CH-5768-11A-01R-1580-07","PRAD","normal"
"37","4b115bf9-0a99-445d-9c9f-7d2384552fc6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/4b115bf9-0a99-445d-9c9f-7d2384552fc6/tcga1_in6678_att1/4b115bf9-0a99-445d-9c9f-7d2384552fc6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/4b115bf9-0a99-445d-9c9f-7d2384552fc6/tcga1_in6678_att1/4b115bf9-0a99-445d-9c9f-7d2384552fc6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-FY-A3TY-11A-12R-A22U-07","THCA","normal"
"38","52b1c8a2-40c3-47f1-83fa-6b746652e5c6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/52b1c8a2-40c3-47f1-83fa-6b746652e5c6/tcga1_in7185_att1/52b1c8a2-40c3-47f1-83fa-6b746652e5c6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/52b1c8a2-40c3-47f1-83fa-6b746652e5c6/tcga1_in7185_att1/52b1c8a2-40c3-47f1-83fa-6b746652e5c6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CU-A0YN-11A-11R-A10U-07","BLCA","normal"
"39","53635a31-dbdc-4d30-8ea5-016e10db9bc6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/53635a31-dbdc-4d30-8ea5-016e10db9bc6/tcga1_in9169_att1/53635a31-dbdc-4d30-8ea5-016e10db9bc6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/53635a31-dbdc-4d30-8ea5-016e10db9bc6/tcga1_in9169_att1/53635a31-dbdc-4d30-8ea5-016e10db9bc6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-EL-A3ZG-11A-13R-A23N-07","THCA","normal"
"40","23afda0d-f8f5-42aa-8f64-e6bcacd6acc6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/23afda0d-f8f5-42aa-8f64-e6bcacd6acc6/tcga1_in9343_att1/23afda0d-f8f5-42aa-8f64-e6bcacd6acc6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/23afda0d-f8f5-42aa-8f64-e6bcacd6acc6/tcga1_in9343_att1/23afda0d-f8f5-42aa-8f64-e6bcacd6acc6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-HC-8260-11A-01R-2263-07","PRAD","normal"
"41","d256581c-9139-4877-887d-5c4d7bd08cc6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/d256581c-9139-4877-887d-5c4d7bd08cc6/tcga1_in10303_att1/d256581c-9139-4877-887d-5c4d7bd08cc6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/d256581c-9139-4877-887d-5c4d7bd08cc6/tcga1_in10303_att1/d256581c-9139-4877-887d-5c4d7bd08cc6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-BC-A10Q-11A-11R-A131-07","LIHC","normal"
"42","8f595842-59a7-4e58-8e7a-74c7d7679ec6","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/8f595842-59a7-4e58-8e7a-74c7d7679ec6/tcga1_in10277_att1/8f595842-59a7-4e58-8e7a-74c7d7679ec6!tcga!hg38!gdc.all.bw","/dcs04/hansen/data/recount3/tcga_monorail_output/recount_pump_output/ga/tcga/c6/8f595842-59a7-4e58-8e7a-74c7d7679ec6/tcga1_in10277_att1/8f595842-59a7-4e58-8e7a-74c7d7679ec6!tcga!hg38!gdc.bamcount_nonref.csv.zst","TCGA-CW-5587-11A-01R-1541-07","KIRC","normal"
