sample_id,total,alt,study,sample_id_rep,individual_id
ERR188113,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188113/sra_human_v3_21_in1843_att0/ERR188113!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188113/sra_human_v3_21_in1843_att0/ERR188113!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188113,HG00324
ERR188213,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188213/sra_human_v3_21_in1943_att0/ERR188213!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188213/sra_human_v3_21_in1943_att0/ERR188213!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188213,NA06986
ERR188313,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188313/sra_human_v3_21_in2043_att0/ERR188313!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/13/ERR188313/sra_human_v3_21_in2043_att0/ERR188313!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188313,NA18873
ERR188321,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188321/sra_human_v3_21_in2051_att0/ERR188321!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188321/sra_human_v3_21_in2051_att0/ERR188321!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188321,HG00339
ERR188221,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188221/sra_human_v3_21_in1951_att0/ERR188221!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188221/sra_human_v3_21_in1951_att0/ERR188221!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188221,NA19113
ERR188021,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188021/sra_human_v3_21_in1751_att0/ERR188021!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188021/sra_human_v3_21_in1751_att0/ERR188021!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188021,NA20508
ERR188121,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188121/sra_human_v3_21_in1851_att0/ERR188121!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188121/sra_human_v3_21_in1851_att0/ERR188121!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188121,HG00311
ERR188421,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188421/sra_human_v3_21_in2151_att0/ERR188421!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/21/ERR188421/sra_human_v3_21_in2151_att0/ERR188421!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188421,NA19225
ERR188156,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188156/sra_human_v3_21_in1886_att0/ERR188156!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188156/sra_human_v3_21_in1886_att0/ERR188156!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188156,HG00335
ERR188056,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188056/sra_human_v3_21_in1786_att0/ERR188056!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188056/sra_human_v3_21_in1786_att0/ERR188056!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188056,HG00331
ERR188256,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188256/sra_human_v3_21_in1986_att0/ERR188256!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188256/sra_human_v3_21_in1986_att0/ERR188256!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188256,NA12777
ERR188356,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188356/sra_human_v3_21_in2086_att0/ERR188356!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188356/sra_human_v3_21_in2086_att0/ERR188356!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188356,NA20514
ERR188456,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188456/sra_human_v3_21_in2186_att0/ERR188456!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/56/ERR188456/sra_human_v3_21_in2186_att0/ERR188456!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188456,HG00249
