sample_id,total,alt,study,sample_id_rep,individual_id
ERR188140,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188140/sra_human_v3_21_in1870_att0/ERR188140!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188140/sra_human_v3_21_in1870_att0/ERR188140!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188140,NA12716
ERR188040,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188040/sra_human_v3_21_in1770_att0/ERR188040!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188040/sra_human_v3_21_in1770_att0/ERR188040!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188040,HG00096
ERR188240,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188240/sra_human_v3_21_in1970_att0/ERR188240!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188240/sra_human_v3_21_in1970_att0/ERR188240!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188240,HG00306
ERR188340,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188340/sra_human_v3_21_in2070_att0/ERR188340!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/40/ERR188340/sra_human_v3_21_in2070_att0/ERR188340!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188340,HG00353
ERR188437,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188437/sra_human_v3_21_in2167_att0/ERR188437!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188437/sra_human_v3_21_in2167_att0/ERR188437!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188437,NA20803
ERR188337,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188337/sra_human_v3_21_in2067_att0/ERR188337!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188337/sra_human_v3_21_in2067_att0/ERR188337!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188337,HG00127
ERR188237,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188237/sra_human_v3_21_in1967_att0/ERR188237!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188237/sra_human_v3_21_in1967_att0/ERR188237!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188237,HG00234
ERR188037,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188037/sra_human_v3_21_in1767_att0/ERR188037!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188037/sra_human_v3_21_in1767_att0/ERR188037!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188037,NA19236
ERR188137,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188137/sra_human_v3_21_in1867_att0/ERR188137!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/37/ERR188137/sra_human_v3_21_in1867_att0/ERR188137!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188137,NA20812
ERR188105,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188105/sra_human_v3_21_in1835_att0/ERR188105!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188105/sra_human_v3_21_in1835_att0/ERR188105!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188105,NA20768
ERR188305,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188305/sra_human_v3_21_in2035_att0/ERR188305!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188305/sra_human_v3_21_in2035_att0/ERR188305!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188305,NA20773
ERR188205,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188205/sra_human_v3_21_in1935_att0/ERR188205!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188205/sra_human_v3_21_in1935_att0/ERR188205!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188205,HG00310
ERR188405,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188405/sra_human_v3_21_in2135_att0/ERR188405!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/05/ERR188405/sra_human_v3_21_in2135_att0/ERR188405!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188405,NA20799
ERR188472,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188472/sra_human_v3_21_in2202_att0/ERR188472!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188472/sra_human_v3_21_in2202_att0/ERR188472!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188472,HG00378
ERR188372,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188372/sra_human_v3_21_in2102_att0/ERR188372!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188372/sra_human_v3_21_in2102_att0/ERR188372!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188372,NA20807
ERR188272,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188272/sra_human_v3_21_in2002_att6/ERR188272!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188272/sra_human_v3_21_in2002_att6/ERR188272!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188272,NA11881
ERR188072,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188072/sra_human_v3_21_in1802_att0/ERR188072!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188072/sra_human_v3_21_in1802_att0/ERR188072!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188072,NA19137
ERR188172,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188172/sra_human_v3_21_in1902_att0/ERR188172!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/72/ERR188172/sra_human_v3_21_in1902_att0/ERR188172!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188172,NA12154
ERR188096,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188096/sra_human_v3_21_in1826_att0/ERR188096!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188096/sra_human_v3_21_in1826_att0/ERR188096!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188096,NA18933
ERR188196,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188196/sra_human_v3_21_in1926_att0/ERR188196!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188196/sra_human_v3_21_in1926_att0/ERR188196!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188196,NA12717
ERR188396,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188396/sra_human_v3_21_in2126_att0/ERR188396!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188396/sra_human_v3_21_in2126_att0/ERR188396!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188396,NA12383
ERR188296,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188296/sra_human_v3_21_in2026_att0/ERR188296!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/96/ERR188296/sra_human_v3_21_in2026_att0/ERR188296!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188296,HG00330
ERR188178,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188178/sra_human_v3_21_in1908_att0/ERR188178!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188178/sra_human_v3_21_in1908_att0/ERR188178!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188178,NA19114
ERR188078,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188078/sra_human_v3_21_in1808_att0/ERR188078!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188078/sra_human_v3_21_in1808_att0/ERR188078!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188078,HG00372
ERR188278,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188278/sra_human_v3_21_in2008_att0/ERR188278!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188278/sra_human_v3_21_in2008_att0/ERR188278!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188278,NA18861
ERR188378,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188378/sra_human_v3_21_in2108_att0/ERR188378!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188378/sra_human_v3_21_in2108_att0/ERR188378!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188378,HG00259
ERR188478,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188478/sra_human_v3_21_in2208_att4/ERR188478!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/78/ERR188478/sra_human_v3_21_in2208_att4/ERR188478!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188478,HG01791
ERR188459,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188459/sra_human_v3_21_in2189_att0/ERR188459!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188459/sra_human_v3_21_in2189_att0/ERR188459!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188459,NA19143
ERR188059,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188059/sra_human_v3_21_in1789_att0/ERR188059!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188059/sra_human_v3_21_in1789_att0/ERR188059!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188059,HG00125
ERR188159,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188159/sra_human_v3_21_in1889_att0/ERR188159!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188159/sra_human_v3_21_in1889_att0/ERR188159!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188159,HG00245
ERR188359,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188359/sra_human_v3_21_in2089_att0/ERR188359!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188359/sra_human_v3_21_in2089_att0/ERR188359!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188359,NA20537
ERR188259,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188259/sra_human_v3_21_in1989_att0/ERR188259!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/59/ERR188259/sra_human_v3_21_in1989_att0/ERR188259!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188259,NA20582
ERR188053,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188053/sra_human_v3_21_in1783_att0/ERR188053!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188053/sra_human_v3_21_in1783_att0/ERR188053!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188053,HG00242
ERR188153,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188153/sra_human_v3_21_in1883_att0/ERR188153!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188153/sra_human_v3_21_in1883_att0/ERR188153!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188153,NA20765
ERR188353,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188353/sra_human_v3_21_in2083_att0/ERR188353!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188353/sra_human_v3_21_in2083_att0/ERR188353!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188353,NA20586
ERR188253,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188253/sra_human_v3_21_in1983_att0/ERR188253!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188253/sra_human_v3_21_in1983_att0/ERR188253!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188253,NA20808
ERR188453,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188453/sra_human_v3_21_in2183_att0/ERR188453!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/53/ERR188453/sra_human_v3_21_in2183_att0/ERR188453!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188453,NA20529
ERR188424,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188424/sra_human_v3_21_in2154_att0/ERR188424!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188424/sra_human_v3_21_in2154_att0/ERR188424!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188424,NA20819
ERR188224,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188224/sra_human_v3_21_in1954_att0/ERR188224!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188224/sra_human_v3_21_in1954_att0/ERR188224!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188224,NA20528
ERR188324,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188324/sra_human_v3_21_in2054_att5/ERR188324!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188324/sra_human_v3_21_in2054_att5/ERR188324!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188324,NA07347
ERR188124,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188124/sra_human_v3_21_in1854_att0/ERR188124!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188124/sra_human_v3_21_in1854_att0/ERR188124!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188124,HG00351
ERR188024,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188024/sra_human_v3_21_in1754_att0/ERR188024!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/24/ERR188024/sra_human_v3_21_in1754_att0/ERR188024!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188024,NA12749
ERR188285,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188285/sra_human_v3_21_in2015_att0/ERR188285!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188285/sra_human_v3_21_in2015_att0/ERR188285!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188285,HG00122
ERR188385,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188385/sra_human_v3_21_in2115_att0/ERR188385!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188385/sra_human_v3_21_in2115_att0/ERR188385!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188385,HG00138
ERR188185,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188185/sra_human_v3_21_in1915_att0/ERR188185!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188185/sra_human_v3_21_in1915_att0/ERR188185!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188185,HG00260
ERR188085,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188085/sra_human_v3_21_in1815_att0/ERR188085!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/85/ERR188085/sra_human_v3_21_in1815_att0/ERR188085!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188085,NA18520
ERR188116,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188116/sra_human_v3_21_in1846_att0/ERR188116!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188116/sra_human_v3_21_in1846_att0/ERR188116!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188116,HG00151
ERR188316,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188316/sra_human_v3_21_in2046_att0/ERR188316!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188316/sra_human_v3_21_in2046_att0/ERR188316!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188316,NA20796
ERR188216,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188216/sra_human_v3_21_in1946_att0/ERR188216!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188216/sra_human_v3_21_in1946_att0/ERR188216!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188216,NA12873
ERR188416,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188416/sra_human_v3_21_in2146_att0/ERR188416!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/16/ERR188416/sra_human_v3_21_in2146_att0/ERR188416!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188416,HG00102
ERR188461,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188461/sra_human_v3_21_in2191_att0/ERR188461!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188461/sra_human_v3_21_in2191_att0/ERR188461!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188461,HG00126
ERR188061,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188061/sra_human_v3_21_in1791_att0/ERR188061!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188061/sra_human_v3_21_in1791_att0/ERR188061!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188061,NA12761
ERR188161,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188161/sra_human_v3_21_in1891_att0/ERR188161!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188161/sra_human_v3_21_in1891_att0/ERR188161!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188161,NA11918
ERR188361,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188361/sra_human_v3_21_in2091_att0/ERR188361!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188361/sra_human_v3_21_in2091_att0/ERR188361!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188361,HG00189
ERR188261,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188261/sra_human_v3_21_in1991_att0/ERR188261!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/61/ERR188261/sra_human_v3_21_in1991_att0/ERR188261!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188261,NA19108
ERR188412,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188412/sra_human_v3_21_in2142_att0/ERR188412!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188412/sra_human_v3_21_in2142_att0/ERR188412!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188412,HG00129
ERR188112,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188112/sra_human_v3_21_in1842_att0/ERR188112!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188112/sra_human_v3_21_in1842_att0/ERR188112!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188112,HG00239
ERR188312,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188312/sra_human_v3_21_in2042_att0/ERR188312!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188312/sra_human_v3_21_in2042_att0/ERR188312!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188312,HG00233
ERR188212,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188212/sra_human_v3_21_in1942_att0/ERR188212!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/12/ERR188212/sra_human_v3_21_in1942_att0/ERR188212!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188212,HG00231
ERR188165,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188165/sra_human_v3_21_in1895_att0/ERR188165!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188165/sra_human_v3_21_in1895_att0/ERR188165!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188165,NA18510
ERR188065,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188065/sra_human_v3_21_in1795_att0/ERR188065!ERP001942!hg38!sra.all.bw,/dcl02/lieber/ajaffe/recount-pump/human_tranche_backups/sra_human_v3_2/42/ERP001942/65/ERR188065/sra_human_v3_21_in1795_att0/ERR188065!ERP001942!hg38!sra.bamcount_nonref.csv.zst,ERP001942,ERR188065,HG00149
